姓名,副科级,正科级,副处级,正处级,副厅级,正厅级,副部级,正部级,现级别,工作省份,工作地区,企业经历,(副)市长,党委(副)书记
张雷明,1995,1998,0,0,0,2008,0,0,6,"北京,河南","平顶山,鹤壁,北京",0,1,0
邹瑾,1992,1993,0,0,0,1998,0,0,6,四川,"广元,巴中,雅安,任县",0,1,0
朱是西,0,0,2001,2007,2011,2017,0,0,6,河南,"荥阳,驻马店,新区,郑州,登封,二七区",1,1,1
郭浩,0,0,2004,2007,0,2017,0,0,6,"北京,河南","北京,鹤壁",0,1,0
潘启胜,0,0,0,0,0,2017,0,0,0,湖北,孝感,1,1,1
张成中,0,0,0,0,0,2017,0,0,6,辽宁,阜新,1,1,0
李士伟,0,0,0,0,0,2017,0,0,6,辽宁,铁岭,1,1,1
高伟男,0,0,1998,0,0,1998,0,0,0,辽宁,"阜新,沈阳,盘锦,兴隆台区,新县,朝阳,铁岭",0,1,0
汪莹纯,0,0,0,0,0,2016,0,0,6,安徽,蚌埠,0,1,0
张岳峰,0,0,0,0,0,2017,0,0,6,安徽,"鞍山,马鞍山",0,0,0
王忠同志,0,1993,2002,0,0,2017,0,0,6,贵州,"仁怀,赤水,六盘水",1,0,1
雷绍业,1994,1997,0,0,2008,2017,0,0,6,湖南,"常德,株洲,娄底,怀化",0,1,1
叶露中,0,0,1999,2001,2004,2016,0,0,6,"北京,安徽,西藏","滁州,全椒县,琅琊区,六安,北京,山南,淮北,阜阳,代县",0,1,0
张伟文,0,0,0,0,0,2017,0,0,6,甘肃,"大连,兰州,新区",1,1,1
刘平治,0,1993,1996,1999,0,2001,2017,0,7,"湖南,海南",,0,0,0
罗强,0,0,0,1999,0,2012,0,0,6,贵州,,1,0,0
孙兵,1987,1994,1998,2002,0,2008,0,0,6,"湖北,浙江","黄石,婺城区,下陆区,城区,孝感,襄阳县,荆门,延安,金华,襄阳",0,1,0
许继伟,1987,1990,0,0,2006,2017,0,0,6,安徽,"滁州,黄山",1,1,1
张志川,0,0,0,0,0,2005,0,0,6,"河南,山西","武汉,晋城,郑州",1,0,1
邵国强,0,1995,1999,2003,0,2006,0,0,6,黑龙江,"佳木斯,哈尔滨,密山,鸡西,恒山区",0,1,1
唐登杰,0,0,0,0,0,0,2003,2018,8,"福建,上海",上海,1,1,1
袁光平,1991,0,1999,2005,2007,2017,0,0,6,海南,"儋州,海口,武汉,中山,新华区",1,1,0
凌希,0,0,0,0,0,0,2017,0,7,上海,上海,0,0,0
马涛,0,0,0,0,0,0,2018,0,7,湖北,,0,0,0
杨征,0,0,0,0,0,0,2018,0,0,"安徽,海南",,0,0,0
韩晓东,0,0,0,0,0,0,2017,0,0,河北,,0,0,0
孟中康,0,0,0,0,0,0,2018,0,0,江苏,,0,0,0
蒲永能,0,0,0,0,0,0,0,0,7,甘肃,,0,0,0
陈守民,0,0,0,0,0,0,2018,0,0,海南,,0,0,0
杨笑祥,0,0,0,0,0,0,2017,0,0,"江西,浙江",,0,0,0
姜英宇,0,0,0,0,0,0,0,0,0,,,0,0,0
张利明,0,0,0,0,0,0,0,0,7,广东,,0,0,0
赵冀鲁,0,0,0,0,0,0,2018,0,0,山东,,0,0,1
冯毅,0,0,0,0,0,0,2018,0,7,湖南,,0,0,0
姜永申,0,0,0,0,0,0,0,0,0,,,0,0,0
陈飞,0,1986,0,0,2001,0,2018,0,7,"湖南,云南","武汉,临沧",1,0,1
谢来发,0,0,0,0,2013,2018,0,0,6,江西,"长沙,上饶,九江,萍乡,宜春",1,1,0
李忠科男,0,0,0,0,0,2018,0,0,6,甘肃,"酒泉,嘉峪关",1,0,1
吴仰东,0,1983,1992,1998,0,2001,0,0,6,甘肃,"酒泉,白银",1,1,0
许勇,0,0,0,0,0,0,2018,0,0,西藏,,0,0,0
高键,0,0,0,2001,2003,2016,0,0,6,"辽宁,山西","大同,抚顺,太原,朔州,临汾",0,1,0
李杰云,0,0,0,0,0,2018,0,0,0,广西,梧州,0,1,1
雷健坤,0,0,0,0,2003,2018,0,0,6,山西,"朔州,临汾,阳泉",0,1,0
杨勤荣,0,1994,1998,2007,2014,2018,0,0,8,山西,"运城,南郊区,大同,永济,长治,闻喜县,津,晋城,河津,郊区",1,1,0
姜勇,0,0,0,0,0,0,2018,0,0,北京,北京,0,0,1
哈丹·卡宾,0,0,0,0,0,0,0,0,0,新疆,阿勒泰,1,0,0
胡永生,0,0,0,0,0,0,2018,0,0,河南,,0,0,1
郭延红,0,0,0,0,0,2018,0,0,6,北京,"北京,房山区",1,0,1
石迎军,0,0,0,0,2003,2008,0,0,4,"北京,河南","广州,北京,三门峡,济源,许昌,武汉,郑州,二七区",1,1,0
王冰,0,0,2004,2008,2011,2018,0,0,6,吉林,"白山,吉林",1,1,0
曲新勇,0,0,0,2001,0,0,2017,0,7,"四川,云南,青海","成都,南京,石家庄,昆明",0,0,0
刘尚进,1999,2002,0,2008,0,2009,0,0,6,"河南,浙江","漯河,南阳,新区,偃师,洛阳,瑞安,新乡",0,1,0
潘武俊,0,0,0,0,0,0,2018,0,7,宁夏,,0,0,0
张安疆,1998,2002,2004,2010,2012,2018,0,0,6,"重庆,甘肃","酒泉,南区,西安,重庆,武威",0,1,0
陈一清,0,0,0,0,0,2018,0,0,6,重庆,重庆,1,0,0
秦文敏,1988,1995,2000,2004,2008,2018,0,0,6,"四川,重庆","北区,武汉,重庆,新区",1,0,0
刘义全,0,0,0,0,2007,2018,0,0,0,"四川,重庆",重庆,0,0,1
牙生·司地克,0,1996,0,2002,2016,2017,0,0,6,新疆,"哈密,乌鲁木齐,喀什",1,1,1
韦韬,0,0,0,0,2017,2018,0,0,0,"重庆,广西","柳州,重庆,玉林",1,1,1
何友生,0,1989,0,1993,2006,2018,0,0,6,重庆,"南区,新区,重庆",0,0,1
何良军,1998,0,2001,0,2009,2018,0,0,6,"北京,广西","西区,河池,崇左,北京,桂林",1,1,1
陆克华,0,1989,1994,0,0,1996,2018,0,7,"重庆,广东","重庆,湛江",1,1,0
余建,0,0,2002,2005,2010,2011,2018,0,7,"四川,甘肃","广元,自贡,大安",1,1,1
李元平,0,0,0,0,0,0,2018,0,7,甘肃,,0,0,0
康义,0,0,1988,0,0,0,2018,0,7,"甘肃,福建,天津,上海,湖北","津,天津,上海",1,1,1
张韶春,0,1989,1993,1995,0,2007,2018,0,7,"安徽,湖北,内蒙古","六安,内蒙古自治区",0,1,0
费志荣,0,1983,1992,1997,0,0,2018,0,7,"北京,广西","武汉,北京",0,0,0
叶贞琴,0,1989,0,1995,1998,2015,2018,0,7,"北京,湖南,广东","朝阳,南京,北京,朝阳区",1,0,0
彭金辉,0,0,0,0,0,0,2018,0,7,"云南,海南",昆明,0,0,1
刘新云,0,0,1993,1997,0,2005,2018,0,7,"山东,山西","济南,淄博,淄川区,菏泽",0,1,1
魏国楠,0,0,1999,2000,0,0,2002,0,0,"北京,内蒙古,贵州","包头,长春,北京,乌海,呼伦贝尔,内蒙古自治区,昌平区",0,1,0
叶寒冰,0,1992,1997,0,2004,2012,2018,0,7,"四川,浙江","杭州,湖州,金华,温州",0,0,1
于杰,0,0,0,0,0,0,2018,0,7,山东,西安,0,0,0
刘金波,0,0,0,0,0,0,2018,0,7,"北京,吉林,天津","天津,北京,吉林,津,宁河县",0,0,1
王明山,1989,1991,1995,0,2001,2009,2018,0,7,新疆,乌鲁木齐,0,0,1
任华,1991,1992,1995,2000,2004,2013,2018,0,0,"云南,新疆",乌鲁木齐,0,0,0
哈德尔别克·哈木扎,0,1992,0,1995,0,2003,2018,0,7,"北京,天津,新疆","天津,塔城,城区,北京,津,东城区",0,0,0
崔玉英,0,1987,0,1992,1997,0,2002,2018,8,"北京,福建,西藏","北京,林芝",1,0,1
王红,0,0,0,0,0,0,2018,0,7,北京,北京,0,1,0
董家禄,0,0,0,0,0,2004,2018,0,7,"云南,天津","津,天津",0,1,1
刘凯,0,0,0,2000,2005,2013,2018,0,7,"浙江,河北,上海","青浦区,上海,宁波",0,0,1
夏延军,0,1987,1997,2001,0,0,2018,0,7,"北京,河北",北京,0,0,0
时清霜,1990,1992,1998,0,0,2002,2018,0,7,"北京,河北","北京,平泉县",0,0,0
男,0,0,0,0,0,0,1999,0,7,黑龙江,哈尔滨,0,1,0
龚道安,0,0,0,0,0,0,2018,0,7,上海,上海,0,1,1
王文序,0,0,0,0,0,0,2018,0,7,浙江,,0,1,0
王翠凤,0,0,0,0,0,2000,2013,0,7,安徽,"鞍山,马鞍山",0,0,0
孙菊生,0,0,0,0,0,0,2013,0,7,"江西,上海",上海,0,0,0
胡强,1989,1990,1994,2000,0,2003,2018,0,7,江西,,0,0,0
杨云彦,0,0,0,1999,0,0,2018,0,7,湖北,武汉,0,0,0
王一宏,1984,1989,1994,1997,0,2003,2018,0,7,四川,攀枝花,1,0,0
王世杰,0,0,0,0,0,0,2017,0,7,贵州,"成都,合作",0,0,0
吴强,0,0,0,1996,0,2002,2018,0,7,"上海,天津,贵州","天津,毕节,津,南京,上海,贵阳",0,1,0
罗梅,0,1993,1998,2000,0,0,0,0,7,"广东,西藏",林芝,0,0,0
孟晓林,0,0,0,0,0,2012,2018,0,7,"四川,西藏",,0,0,1
江白,0,0,1993,0,0,1997,2018,0,7,"北京,江苏,西藏","拉萨,北京,南京,朝阳区,朝阳",0,0,0
陈国强,1984,0,1994,2000,0,2004,2018,0,0,"陕西,广东","西安,深圳",0,0,0
胡明朗,0,0,2001,2005,2008,2017,2018,0,7,"陕西,山东,广西","柳州,河池,南宁,任县",0,1,1
张世珍,0,0,0,2000,2002,2007,2008,0,7,甘肃,兰州,0,1,0
李沛兴,1995,0,0,0,2004,0,2018,0,7,甘肃,"西安,白银",1,0,1
何伟,0,0,0,0,2002,0,2018,0,7,甘肃,"武威,兰州",1,1,0
欧阳晓晖,0,0,0,0,0,2010,2018,0,7,"北京,内蒙古","北京,内蒙古自治区",1,0,1
李秉荣,0,0,1996,0,2007,0,2018,0,7,内蒙古,"包头,九原区,新区,内蒙古自治区,郊区",1,1,0
孟庆海,0,0,0,0,0,2000,2018,0,0,"北京,辽宁","北京,抚顺",1,0,0
李金科,1995,2000,2001,2003,0,2015,2018,0,7,"宁夏,辽宁",,0,0,0
李悦,0,1992,0,0,0,0,2018,0,7,吉林,"吉林,通化",0,0,0
朱天舒,0,0,1994,1996,0,2003,2018,0,0,"吉林,江苏,新疆","阿勒泰,合作,吉林,南京,宿迁",1,1,0
安立佳,0,0,0,0,0,0,2018,0,7,吉林,"吉林,长春",0,0,0
刘旸,0,1996,1998,2002,0,2014,2018,0,7,"北京,山东,江苏,上海","北京,合作,上海,烟台",0,0,1
陈星莺,0,0,2004,0,0,0,2018,0,7,江苏,南京,0,0,0
郑建闽,0,0,0,0,0,2012,2018,0,7,福建,福州,0,0,0
关建勋,0,0,0,0,0,2018,0,0,0,,阳泉,0,0,0
孙大军,0,0,0,0,0,0,0,2018,8,山西,长治,1,0,0
孙继业,0,0,0,0,0,0,2018,0,7,山东,曲阜,0,0,0
刘伟,1991,1992,1995,1998,0,2013,2018,0,0,河南,"新区,郑州,柘城县,商丘",0,0,0
霍金花,0,0,1996,0,1999,2009,2018,0,7,河南,"武陟县,焦作",1,1,0
余艳红,0,0,0,0,0,0,2018,0,0,"湖南,广东",衡阳,0,0,1
李彬,0,0,1997,2000,0,2001,2008,0,7,广西,"桂林,成都,钦州",0,1,0
全桂寿,0,1984,0,0,0,2009,0,0,6,广西,梧州,1,1,0
苻彩香,1989,1992,0,0,0,0,2018,0,7,"海南,广东",,1,1,0
邓恢林,0,1991,1996,2000,2009,2014,2018,0,0,"湖北,重庆","武汉,宜昌,通山县,重庆",1,1,1
任军号,0,1984,0,1997,0,0,2002,0,7,"陕西,云南","西安,长安区",1,1,1
李玛琳,0,0,0,0,0,0,2018,0,7,"云南,上海","上海,昆明",0,0,0
张黎,0,0,0,0,0,0,2018,0,7,青海,,0,0,0
杨培君,0,0,1997,2004,2008,2010,2018,0,7,"陕西,宁夏",吴忠,0,1,0
张军,0,0,0,0,0,2018,0,0,6,海南,三沙,0,0,0
王建太,0,1987,0,1994,2003,2012,0,0,0,,"庆阳,平凉,金昌,定西",0,1,0
丁晖,0,1997,2000,2000,0,2015,0,0,6,"湖南,海南,上海","海口,上海",1,1,1
赵建平,0,0,0,1996,2008,2013,0,0,6,山西,"运城,朔城区,城区,应县,朔州,晋中",1,1,0
李爱武,0,0,0,0,2016,2018,0,0,6,湖南,岳阳,1,1,0
陈龙,0,0,0,0,0,2018,0,0,6,浙江,金华,1,1,0
汤飞帆,0,0,0,0,0,2018,0,0,6,浙江,衢州,0,1,0
吴晓东,0,0,0,2006,2012,2018,0,0,6,浙江,"舟山,普陀区,绍兴,丽水",0,1,0
姚高员,0,0,0,1998,2015,2018,0,0,6,浙江,"平湖,温州,嘉善县,代县,嘉兴",0,1,1
何中伟,1993,1998,0,2002,2008,2018,0,0,6,浙江,"绍兴,舟山,新区",0,1,0
张承义,0,1993,0,1995,2007,0,0,2013,0,上海,"米泉,乌鲁木齐,新区,上海,东区,昌吉",0,1,1
杨廷双,1994,1996,1998,2000,0,2003,0,0,6,黑龙江,"七台河,哈尔滨,牡丹江",0,0,0
王庭凯,0,0,0,0,0,2018,0,0,6,吉林,吉林,1,0,0
马晓晖,0,0,0,0,0,2018,0,0,6,浙江,湖州,0,1,0
邓群策,1988,1991,1993,2000,2013,2018,0,0,6,湖南,衡阳,0,1,0
余琨,0,0,1995,1998,0,0,2017,0,7,"云南,西藏","日喀则,拉萨,成都",0,0,1
方伟,0,0,0,0,0,2018,0,0,6,江苏,连云港,1,1,1
黄钦,0,0,1997,2005,2010,2018,0,0,6,"江苏,上海","张家港,苏州,昆山,上海,无锡",1,1,1
王昊,0,0,1994,1998,2007,0,2008,0,6,"北京,江苏","徐州,北京,南京,邳州,宿迁,沛县",1,1,0
黄玉林,0,1983,0,0,1988,1997,0,0,6,"四川,重庆","北区,重庆,中区",0,0,0
何庆,1996,1997,0,0,2007,2018,0,0,6,"四川,重庆","重庆,乐山",1,0,0
蔡锦军,0,1996,2001,0,2006,2018,0,0,6,"广西,江西","九江县,九江,北海,贵港",0,1,0
郑大光,1991,1993,2000,2004,2016,2018,0,0,6,"黑龙江,广东","双鸭山,齐齐哈尔,佛山",0,1,0
李春临,1997,2000,2003,2007,0,2008,0,0,6,陕西,"宝鸡,安康,榆林",1,1,0
丁中平,0,0,0,2018,0,0,0,0,6,重庆,重庆,0,0,0
袁勤华,0,0,0,0,0,2018,0,0,6,重庆,重庆,0,0,0
付忠伟,0,0,0,0,0,2013,0,0,6,辽宁,盘锦,0,0,0
谭丕创,0,1991,2003,2006,2011,2018,0,0,6,广西,"钦州,梧州,百色,合作,西宁,凭祥,崇左",1,1,0
徐绍川,0,1985,1992,1995,1997,2007,2018,0,7,"北京,广西,河北","北京,合作,唐山",1,0,0
马国强,0,0,1993,1997,0,0,2018,0,0,"北京,湖北,上海","北京,武汉,上海",1,0,1
王水平,1996,1997,2000,2003,0,2013,0,0,0,江西,"宜春,南昌",0,1,0
傅华,0,0,0,0,2007,2011,2018,0,0,"北京,广东","北京,城区,西城区",0,0,0
周旭,0,0,0,1994,0,0,0,2002,6,"四川,重庆","重庆,大连",1,1,1
谢一平,0,1985,1992,1995,2005,2016,0,0,0,"江西,新疆","南昌,星子县,鹰潭,九江,宜春",0,1,1
陈敏,0,1993,1997,1998,0,2008,0,0,6,"天津,广东","天津,城区,云浮,深圳,津,梅州,清远,罗定",1,1,1
张兆民,0,0,0,0,0,1997,2018,0,7,福建,"龙岩,平潭县,南平",1,1,0
林文耀,0,0,0,0,0,0,0,0,0,福建,,0,0,0
斯琴毕力格,1988,1990,0,2003,2012,2018,0,0,6,内蒙古,"鄂尔多斯,锡林郭勒盟,正蓝旗,乌兰察布,内蒙古自治区,西乌珠穆沁旗,锡林浩特",1,1,0
陈平,0,1995,2002,2007,2011,2018,0,0,6,山东,"寒亭区,城区,聊城,泰安,潍坊,潍城区,菏泽,寿光",1,1,1
犹王莹（合拼）,0,1999,0,0,2011,2017,0,0,6,"北京,江西,西藏","北京,拉萨,新余",0,1,0
于长辉,0,0,0,2018,0,0,0,0,6,北京,"北京,昌平区,石景山区",0,0,0
刘建洋,0,0,0,1985,0,2004,0,0,6,"江西,福建","新区,莆田,南昌",1,1,1
王力军,0,0,0,0,0,2018,0,0,6,"北京,天津","北京,津,丰台区,天津",0,0,0
孟庆斌,0,0,1993,1997,2011,2018,0,0,6,"台湾,山东","济南,日照,临沂,中区",1,1,0
孙军民,1997,1999,2002,2004,2011,2018,0,0,6,北京,"北京,丰台区,顺义区",0,0,0
金晖,0,0,0,0,0,0,0,0,6,北京,"东城区,城区,北京",1,1,0
赵磊,0,0,0,2005,2009,2018,0,0,6,北京,"通州区,丰台区,通州,北京",1,0,0
王合生,0,0,0,0,0,0,0,0,6,北京,"北京,昌平区",0,0,0
石光亮,0,0,1998,0,0,2012,0,0,6,山东,"合作,济宁",0,1,0
1984.09—1987.08丹阳师范学校普师专业学习,1992,1994,1998,2001,2011,2018,0,0,6,江苏,"盐城,徐州,新区,泰州,南京,润州区,镇江",0,1,1
孙弘,0,0,0,0,0,2018,0,0,6,吉林,"吉林,辽源",1,1,0
夏心旻,0,1986,0,1999,0,2016,0,0,6,江苏,"淮阴县,淮安,洪泽县,扬州",0,1,0
刘吉男,0,0,0,0,1998,2018,0,0,6,广东,"武汉,南京,惠州",1,1,0
郭灵计,0,0,2000,0,0,2016,0,0,6,"吉林,新疆,山西","吉林,四平,长春",1,1,0
周慧琳,0,0,0,0,0,0,2018,0,7,上海,上海,0,0,0
买买提明·卡德,0,1995,1997,2001,2017,2018,0,0,6,新疆,"阿克苏,吐鲁番",0,1,0
杨兵,0,0,0,2003,2017,2018,0,0,6,天津,"南开区,津,天津,新区",1,0,0
李清,0,0,0,0,0,2018,0,0,6,天津,"津,红桥区,天津",0,0,0
贺亦农,0,1995,0,0,0,2010,0,0,6,天津,"南区,津南区,西区,天津,静海县,津,河西区",0,0,1
张伟,0,1995,0,0,2011,2018,0,0,6,"河北,天津,新疆","南区,津南区,天津,津,和田",0,0,1
徐大彤,0,0,0,0,2010,2018,2019,0,7,"陕西,天津","津,天津,武清区,新区",0,0,0
王兴宁,0,0,0,0,0,0,2018,0,7,陕西,,0,0,0
白凤祥,0,0,2007,0,2013,2018,0,0,6,天津,"天津,东丽区,塘沽区,西青区,新区,津",0,0,0
王宝雨,2001,2001,2011,2018,0,0,0,0,6,天津,"北辰区,津,宝坻区,天津",0,0,1
张福海,0,0,0,0,2005,0,2018,0,7,"辽宁,广东","庄河,柳州,合作",0,1,0
姜德志,0,0,0,0,2007,2018,0,0,6,天津,"西区,天津,红桥区,津,河东区,河西区,东区",1,0,1
宇向东,1990,1992,1997,2000,0,2010,0,0,6,山东,"滨州,武汉,济南,东营",1,1,0
刘强,0,1992,1996,1998,0,0,2018,0,7,"江西,浙江",武汉,1,0,0
郑钢淼,0,0,0,0,0,0,2018,0,7,上海,上海,0,0,0
黄汉标,0,0,0,0,0,2018,0,0,6,广东,云浮,1,0,0
陈之常,0,0,0,2019,0,2019,0,0,6,江苏,"淮安,石景山区",0,1,0
朱桂云,0,0,1997,2002,2012,2017,0,0,0,"天津,贵州","天津,合作,安顺,新区,津,厦门,宁河县,贵阳",1,1,0
刘勇,0,0,0,0,0,2018,0,0,6,云南,"普洱,武汉",1,1,1
邵革军,0,0,0,0,0,1992,0,0,6,"四川,山西","巴中,高平,绵阳,乐山,成都,遂宁,攀枝花,汉中",1,1,0
刘坪,1988,1989,1996,0,0,0,0,1997,0,四川,"新民,宾县,代县,宜宾",0,0,1
吴旭,0,0,1996,0,2000,2018,0,0,6,四川,"巴中,自贡,资阳,雅安,大安",1,1,0
李婧,0,0,1989,2003,0,2010,0,0,0,陕西,"西安,合作",0,1,0
马相忠,0,0,0,1993,2004,2010,0,0,6,甘肃,"临夏,陇南",0,0,0
何光中,0,1984,0,1998,2003,2016,0,0,6,"北京,湖北","北京,随州,荆州",0,1,1
元方,0,0,2005,2006,2010,2018,0,0,6,四川,"绵阳,西安,安国,广元",1,1,1
何礼,0,0,0,0,2004,2016,0,0,6,四川,"成都,德阳,南充",1,1,0
陶方启,0,0,0,0,0,1982,0,0,6,安徽,"潜山县,安庆,代县,望江县,宣城,郊区",0,1,1
周伟,0,1997,0,2006,2013,2018,0,0,6,甘肃,"武威,天水",0,1,0
刘洪建,0,1998,2008,0,0,2018,0,0,6,福建,"宁德,合作,南平,霞浦县,福鼎",1,1,1
梁伟新,0,0,0,1996,1998,2011,0,0,6,福建,"武夷山,漳州,宁德,合作,南平,邵武",1,1,1
王永礼,1994,1995,1999,2001,0,2016,0,0,6,"安徽,福建",泉州,1,1,0
王磊,1994,2000,2003,2010,2015,0,0,0,5,山东,"龙泉,淄博,淄川区,菏泽,曲阜",0,1,0
李永红,1995,1998,2005,2009,2014,2018,0,0,6,山东,"日照,合作",0,1,0
喻红秋,0,0,1992,1996,0,2010,2012,0,0,"吉林,河南,贵州","合作,遵义,吉林,大庆,贵阳",1,0,1
贾瑞云,0,0,0,2000,2007,2009,0,0,6,"四川,重庆","重庆,大连,成都,德阳,攀枝花",1,0,0
常正国,1991,1995,1997,2001,2004,2011,2018,0,7,甘肃,定西,0,1,0
沈丹阳,1985,0,0,1992,2008,0,2018,0,7,"江苏,海南,福建","无锡,合作,厦门",1,0,0
陈善光,1986,1988,1996,0,1997,2012,0,0,0,福建,"连江县,城区,宁德,蕉城区,平潭县",0,0,0
马里,0,1993,1997,2005,0,2010,0,0,6,"吉林,黑龙江,广东,西藏","中山,佳木斯,吉林,绥化,海林,黑河,东宁县,牡丹江",0,1,1
杨鑫,0,1989,1994,1997,2006,2013,2017,0,7,"陕西,新疆","西安,兴平,延安,咸阳",0,0,0
姜小林,0,0,0,0,0,2018,0,0,6,辽宁,本溪,0,0,0
巢克俭,0,0,0,0,0,1996,0,0,6,上海,"黄浦区,上海",1,0,0
陆方舟,0,0,0,0,0,2018,0,0,6,上海,"上海,嘉定区",1,0,1
周学文,0,0,0,0,1996,0,2018,0,0,甘肃,,0,0,0
杲云,0,0,0,2013,0,0,0,0,4,,"黄浦区,嘉定区",0,0,0
章曦,0,0,0,0,2014,2016,2020,0,7,"安徽,上海","徐汇区,上海,嘉定区",1,0,0
来鹤,0,0,0,0,0,2016,0,0,6,辽宁,抚顺,0,1,0
张爱军,0,1997,2002,2004,2008,2018,0,0,6,"河南,广东","合肥,扶沟县,新安县,洛阳,梅州",0,1,0
石玉钢,0,1989,1997,0,0,0,2018,0,7,"吉林,广西,云南",吉林,0,0,0
刘强,0,0,0,0,0,0,2018,0,7,山东,,1,0,1
靳磊,0,1992,2002,0,2015,2018,0,0,6,"四川,河南","安阳,德阳,周口,武汉,郑州",1,1,0
李云泽,1997,1999,2000,2001,0,0,2018,0,7,"北京,四川,天津,重庆","北京,津,天津,重庆",0,0,1
张光军,0,0,0,0,0,0,2018,0,0,"四川,广东",哈尔滨,0,0,1
石爱作,1987,1994,0,2006,2012,2018,0,0,6,山东,"邹城,郓城县,济宁,巨野县,枣庄,鱼台县,梁山县,菏泽",1,1,1
马富国,0,1986,1996,2003,0,2011,0,0,6,河南,"鹤壁,民权县,梁园区,永城,商丘",1,1,1
陆晓栋,0,0,0,0,0,0,0,0,0,,,0,0,0
杨青玖,0,1997,0,2009,2012,2018,0,0,6,河南,"漯河,焦作,舞阳县,代县,郑州,濮阳",0,1,1
卢柯,0,0,0,0,0,0,2018,0,7,"辽宁,上海","沈阳,南京,上海",0,0,0
韩玉起,0,0,0,1985,0,2018,0,0,6,辽宁,鞍山,1,0,0
牛一兵,0,0,0,0,0,0,2018,0,7,"陕西,天津","津,天津",1,0,1
李晓波,0,0,0,0,0,2018,0,0,6,宁夏,中卫,0,1,1
朱国贤,0,0,0,0,0,0,0,0,7,浙江,,0,0,0
王文宇,0,0,0,0,0,2018,0,0,6,,石嘴山,0,0,0
赵刚,0,0,0,0,0,0,2018,0,7,陕西,,1,0,1
方光华,0,0,0,0,0,0,2018,0,7,陕西,,0,1,0
于洪涛,0,0,0,1997,0,2007,0,0,6,黑龙江,"七台河,萨尔图区,大同,哈尔滨,大庆,大同区,绥化,鸡西",0,1,0
巢克俭,0,0,0,0,2015,2018,0,0,6,上海,"黄浦区,静安区,上海",0,0,0
赵志远,0,1996,1999,0,2000,0,0,2005,6,"北京,山东,吉林","高密,诸城,威海,东营,北京,吉林,潍坊",1,1,1
穆红玉,0,1986,1994,2000,0,2009,2018,0,7,"北京,吉林,重庆,天津","天津,塘沽区,重庆,城区,北京,吉林,津,西城区",0,0,1
刘爽,0,1996,1999,2002,0,2014,2017,0,7,"北京,河北",北京,0,0,0
王鲁明,0,0,0,0,2003,2010,0,0,6,山东,"青岛,城阳区,威海",0,1,0
刘锋,1989,1991,0,2005,2013,2018,0,0,6,江西,"余干县,广丰县,鄱阳县,上饶,丰镇,玉山县,景德镇,丰县",0,1,1
郭宁宁,0,0,0,0,0,0,2018,0,7,福建,,1,0,0
刘海军,0,0,2000,0,2009,2018,0,0,6,湖北,"西陵区,黄冈,宜昌,咸宁,嘉鱼县,十堰,鄂州,武汉",1,1,1
柴伟,0,0,0,2004,2010,2018,0,0,6,吉林,"松原,吉林,公主岭,桦甸,辽源,四平",0,1,0
杨晋柏,1994,2000,0,2003,0,0,2020,0,7,"北京,广西,贵州","北京,西安",1,1,0
陈瑞峰,0,0,0,0,0,2016,0,0,6,湖北,"武汉,随州,新区",1,1,0
何忠华,0,0,2001,2003,2018,2018,0,0,6,黑龙江,"饶河县,同江,佳木斯,大庆,南县,桦南县",0,1,0
郑莉,0,1996,0,0,0,2012,0,0,6,四川,"内江,成都,新区",0,1,0
朱政学,0,0,0,0,0,2018,0,0,6,,"秦皇岛,邢台",0,0,0
杨志斌,0,0,0,0,0,0,2018,0,7,陕西,"武汉,兰州,福州",0,0,0
王艳勇,0,1986,0,1997,0,0,2018,0,7,"重庆,贵州","成都,重庆",0,0,0
李宁,0,0,0,0,0,0,2018,0,7,河北,,0,0,0
李军,0,0,0,0,0,0,2018,0,7,天津,"津,天津",0,0,0
吴亚非,0,0,0,0,0,0,2018,0,7,江西,,0,0,0
吴晓华,1995,1996,1998,2004,0,2013,0,0,6,"安徽,河北","合肥,衡水",1,1,0
惠新安,0,0,0,1985,1998,2007,0,0,6,山东,"潍坊,北区,青岛",1,0,0
蓝庆华,0,0,0,0,2000,2018,0,0,6,重庆,重庆,1,0,1
邓正权,1993,1997,2000,2004,2015,2018,0,0,6,四川,"眉山,宜宾,遂宁",0,1,0
沈莹,0,0,0,1999,2003,0,2018,0,7,"北京,黑龙江",北京,0,0,0
赵万山,1987,1988,1996,1999,2004,2014,0,0,6,黑龙江,"拜泉县,伊春,富裕县,泰来县,绥化,齐齐哈尔,榆树",0,1,1
李步彬,0,1989,0,2001,2014,2019,0,0,6,"四川,重庆","重庆,城区",0,0,1
冯文平,0,0,0,0,0,0,2019,0,7,浙江,,0,0,0
毛平,1993,0,0,0,0,2007,0,0,6,"北京,四川,重庆","重庆,新区,北京,津,江北区,北区,怀柔区",0,0,0
蒋牧宸,0,2000,2005,2006,2011,0,0,2015,6,重庆,"武汉,重庆",0,1,0
男,0,0,0,0,2016,2018,0,0,6,上海,"青浦区,上海",1,0,1
于波,0,0,0,0,0,2019,0,0,6,北京,北京,0,0,1
刘维,0,0,0,0,0,0,2019,0,7,吉林,吉林,0,0,0
杨东,0,1988,1996,1998,0,0,2018,0,7,宁夏,,0,0,1
周成方,0,0,0,0,0,2008,0,0,7,"安徽,广西",,0,0,1
李晓波,0,0,0,0,0,2018,0,0,6,"北京,山西","北京,太原,西安",1,1,1
